https://www.latam-switchfly.com/ http://www.phishtank.com/phish_detail.php?phish_id=5076177
http://fundoinaativo.com/br/fgts/caixa.gov.br/pages/inter/index.php http://www.phishtank.com/phish_detail.php?phish_id=5076111
http://caixacontasinativasfgts.xyz http://www.phishtank.com/phish_detail.php?phish_id=5076110
http://oldandintresting.online http://www.phishtank.com/phish_detail.php?phish_id=5076097
http://telecredicbcp.xyz/tlcpn_/index.jsp http://www.phishtank.com/phish_detail.php?phish_id=5076096
http://telecredicbcp.xyz/tlcpn_ http://www.phishtank.com/phish_detail.php?phish_id=5076094
http://telecredicbcp.xyz/tlcpn_/ http://www.phishtank.com/phish_detail.php?phish_id=5076095
http://telecredicbcp.xyz http://www.phishtank.com/phish_detail.php?phish_id=5076093
http://recadastramento-sicoobcard.gq http://www.phishtank.com/phish_detail.php?phish_id=5076025
https://telecreditoibcp.com http://www.phishtank.com/phish_detail.php?phish_id=5075949
http://bcptelecreditoenlinea.com/empresas/tlcnp http://www.phishtank.com/phish_detail.php?phish_id=5075926
http://bcptelecreditoenlinea.com/empresas http://www.phishtank.com/phish_detail.php?phish_id=5075925
http://www.dcasaperu.com http://www.phishtank.com/phish_detail.php?phish_id=5075924
http://dcasaperu.com http://www.phishtank.com/phish_detail.php?phish_id=5075923
http://www.telecredialbcp.com http://www.phishtank.com/phish_detail.php?phish_id=5075922
http://telecredialbcp.com http://www.phishtank.com/phish_detail.php?phish_id=5075920
http://www.sicoobcardresgatepremio.com http://www.phishtank.com/phish_detail.php?phish_id=5075872
https://www.fundofgts.com http://www.phishtank.com/phish_detail.php?phish_id=5075853
http://www.portalconsultarfgts.com http://www.phishtank.com/phish_detail.php?phish_id=5075851
https://owa2013.000webhostapp.com/ http://www.phishtank.com/phish_detail.php?phish_id=5075794
http://longor-fb-cekelehew.esy.es/recovery-chekpoint-login.html http://www.phishtank.com/phish_detail.php?phish_id=5075718
http://sicoobcadastro.com/home.php http://www.phishtank.com/phish_detail.php?phish_id=5075602
http://sicoobmobilehabilitar.16mb.com/acesso/index.html http://www.phishtank.com/phish_detail.php?phish_id=5075600
https://www.myelectricvehicle.net/wp-content/w3tc-config/language=de/portal/927e9d3ecbea6f2eebb9246eeae36554YTdmNWY5MmYwODA3ZjM2NDkyZmQwZDJlMGMzN2QwN2E=/lang=DE/auth_login.php http://www.phishtank.com/phish_detail.php?phish_id=5075561
https://www.myelectricvehicle.net/wp-content/w3tc-config/language=de/portal/231852569e8e8cf571639e50f25a9819ZTM4Y2E3NzU3MGQ1ZjVlZTYxYzg2ZjdiZjhlMTg1YTA=/lang=DE/auth_login.php http://www.phishtank.com/phish_detail.php?phish_id=5075559
http://173.212.229.241/hescientiststravelled/ontworesearchvessels/almostkilometresfrom/ichangtothenearbyhree/loginfile/foo-autenticazione.php http://www.phishtank.com/phish_detail.php?phish_id=5075557
